locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDIIENPN_00388	CDS	678	natA_1	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
HDIIENPN_00389	CDS	1767				hypothetical protein
HDIIENPN_00390	CDS	438	mtlF_2		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
HDIIENPN_00391	CDS	1152	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
HDIIENPN_00392	CDS	699	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
HDIIENPN_00393	CDS	1353	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
HDIIENPN_00394	CDS	1401	ntpJ_1			Potassium/sodium uptake protein NtpJ
HDIIENPN_00395	CDS	738	queH	1.17.99.6		Epoxyqueuosine reductase QueH
HDIIENPN_00396	CDS	480				hypothetical protein
HDIIENPN_00397	CDS	768				hypothetical protein
HDIIENPN_00398	CDS	570	spsB	3.4.21.89		Signal peptidase IB
HDIIENPN_00399	CDS	603	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HDIIENPN_00400	CDS	231				hypothetical protein
HDIIENPN_00401	CDS	249				hypothetical protein
HDIIENPN_00402	CDS	597	tdk	2.7.1.21		Thymidine kinase
HDIIENPN_00403	CDS	1074	prfA		COG0216	Peptide chain release factor 1
HDIIENPN_00404	CDS	840	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HDIIENPN_00405	CDS	1026	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
HDIIENPN_00406	CDS	162				hypothetical protein
HDIIENPN_00407	CDS	1245	glyA	2.1.2.1		Serine hydroxymethyltransferase
HDIIENPN_00408	CDS	948	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
HDIIENPN_00409	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
HDIIENPN_00410	CDS	243				hypothetical protein
HDIIENPN_00411	tRNA	73				tRNA-Thr(cgt)
HDIIENPN_00412	CDS	639				hypothetical protein
HDIIENPN_00413	CDS	633				hypothetical protein
HDIIENPN_00414	CDS	300				hypothetical protein
HDIIENPN_00415	CDS	2166	cna			Collagen adhesin
HDIIENPN_00416	CDS	486	proX		COG3760	Prolyl-tRNA editing protein ProX
HDIIENPN_00417	CDS	642	yecS_1		COG0765	L-cystine transport system permease protein YecS
HDIIENPN_00418	CDS	636	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
HDIIENPN_00419	CDS	816	fliY		COG0834	L-cystine-binding protein FliY
HDIIENPN_00420	CDS	1437	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
HDIIENPN_00421	CDS	2448	spoIIIE		COG1674	DNA translocase SpoIIIE
HDIIENPN_00422	CDS	1068	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
HDIIENPN_00423	CDS	1104				hypothetical protein
HDIIENPN_00424	CDS	549				hypothetical protein
HDIIENPN_00425	CDS	1662	dppE		COG4166	Dipeptide-binding protein DppE
HDIIENPN_00426	CDS	348				hypothetical protein
HDIIENPN_00427	CDS	942	oppB		COG0601	Oligopeptide transport system permease protein OppB
HDIIENPN_00428	CDS	1044	dppC		COG1173	Dipeptide transport system permease protein DppC
HDIIENPN_00429	CDS	1071	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
HDIIENPN_00430	CDS	954	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
HDIIENPN_00431	CDS	1011				IS200/IS605 family transposase ISEfa4
HDIIENPN_00432	CDS	822				hypothetical protein
HDIIENPN_00433	CDS	279				hypothetical protein
HDIIENPN_00434	CDS	2010	metG	6.1.1.10		Methionine--tRNA ligase
HDIIENPN_00435	CDS	588				hypothetical protein
HDIIENPN_00436	CDS	1323	steT_1		COG0531	Serine/threonine exchanger SteT
HDIIENPN_00437	CDS	777	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
HDIIENPN_00438	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
HDIIENPN_00439	CDS	885	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
HDIIENPN_00440	CDS	630	niaX			Niacin transporter NiaX
HDIIENPN_00441	CDS	1110	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
HDIIENPN_00442	CDS	423	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
HDIIENPN_00443	CDS	537	folT_1			Folate transporter FolT
HDIIENPN_00444	CDS	1764			COG1132	putative ABC transporter ATP-binding protein
HDIIENPN_00445	CDS	1716			COG1132	putative ABC transporter ATP-binding protein
HDIIENPN_00446	CDS	225				hypothetical protein
HDIIENPN_00447	CDS	2769	dgaR_4			Transcriptional regulatory protein DagR
HDIIENPN_00448	CDS	420	manX_3	2.7.1.191		PTS system mannose-specific EIIAB component
HDIIENPN_00449	CDS	471		2.7.1.-		putative phosphotransferase enzyme IIB component
HDIIENPN_00450	CDS	780	sorA_2		COG3715	PTS system sorbose-specific EIIC component
HDIIENPN_00451	CDS	822	manZ_3		COG3716	PTS system mannose-specific EIID component
HDIIENPN_00452	CDS	1050	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
HDIIENPN_00453	CDS	1005	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
HDIIENPN_00454	CDS	1020	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HDIIENPN_00455	CDS	1251				IS110 family transposase ISSpn10
HDIIENPN_00456	CDS	882	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HDIIENPN_00457	CDS	378				hypothetical protein
HDIIENPN_00458	CDS	615				hypothetical protein
HDIIENPN_00459	CDS	1740				hypothetical protein
HDIIENPN_00460	CDS	1185	iadA	3.4.19.-		Isoaspartyl dipeptidase
HDIIENPN_00461	CDS	204				hypothetical protein
HDIIENPN_00462	CDS	663	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HDIIENPN_00463	CDS	1503				hypothetical protein
HDIIENPN_00464	CDS	1680	rnj2	3.1.-.-		Ribonuclease J 2
HDIIENPN_00465	CDS	477	ybaK_1	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
HDIIENPN_00466	CDS	681				hypothetical protein
HDIIENPN_00467	CDS	1332	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HDIIENPN_00468	CDS	963	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
HDIIENPN_00469	CDS	339				hypothetical protein
HDIIENPN_00470	CDS	708				hypothetical protein
HDIIENPN_00471	CDS	1482				hypothetical protein
HDIIENPN_00472	CDS	534				hypothetical protein
HDIIENPN_00473	CDS	1371	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
HDIIENPN_00474	CDS	336				hypothetical protein
HDIIENPN_00475	CDS	858	lrp			Leucine-rich protein
HDIIENPN_00476	CDS	516	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
HDIIENPN_00477	CDS	255				hypothetical protein
HDIIENPN_00478	CDS	1386				hypothetical protein
HDIIENPN_00479	CDS	678				hypothetical protein
HDIIENPN_00480	CDS	765	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
HDIIENPN_00481	CDS	660				hypothetical protein
HDIIENPN_00482	CDS	510	ypjQ		COG1267	putative protein YpjQ
HDIIENPN_00483	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
HDIIENPN_00484	CDS	585		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
HDIIENPN_00485	CDS	1176	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
HDIIENPN_00486	CDS	381	yugI		COG1098	General stress protein 13
HDIIENPN_00487	CDS	363				hypothetical protein
HDIIENPN_00488	rRNA	1558				16S ribosomal RNA
HDIIENPN_00489	rRNA	2911				23S ribosomal RNA
HDIIENPN_00490	rRNA	111				5S ribosomal RNA
HDIIENPN_00491	tRNA	76				tRNA-Asn(gtt)
HDIIENPN_00492	CDS	837				IS3 family transposase IS1485
HDIIENPN_00493	CDS	291				IS3 family transposase IS1485
HDIIENPN_00494	CDS	375				hypothetical protein
HDIIENPN_00495	CDS	630	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HDIIENPN_00496	tRNA	73				tRNA-Thr(ggt)
HDIIENPN_00497	tRNA	76				tRNA-Asn(gtt)
HDIIENPN_00498	CDS	165				hypothetical protein
HDIIENPN_00499	CDS	1329	pepC	3.4.22.40	COG3579	Aminopeptidase C
HDIIENPN_00500	CDS	834		2.7.1.-		putative ketoamine kinase
HDIIENPN_00501	CDS	738				hypothetical protein
HDIIENPN_00502	CDS	969	ansA	3.5.1.1	COG0252	L-asparaginase
HDIIENPN_00503	CDS	834				hypothetical protein
HDIIENPN_00504	CDS	840	yhaX		COG0561	Stress response protein YhaX
HDIIENPN_00505	CDS	561				hypothetical protein
HDIIENPN_00506	CDS	1722	ezrA		COG4477	Septation ring formation regulator EzrA
HDIIENPN_00507	CDS	1143	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
HDIIENPN_00508	CDS	1212	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
HDIIENPN_00509	CDS	648	rex_1		COG2344	Redox-sensing transcriptional repressor Rex
HDIIENPN_00510	CDS	2646	valS	6.1.1.9	COG0525	Valine--tRNA ligase
HDIIENPN_00511	CDS	1314	fpgS	6.3.2.17		Folylpolyglutamate synthase
HDIIENPN_00512	CDS	654		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
HDIIENPN_00513	CDS	693				hypothetical protein
HDIIENPN_00514	CDS	201	cspLA_1		COG1278	Cold shock-like protein CspLA
HDIIENPN_00515	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
HDIIENPN_00516	CDS	213				hypothetical protein
HDIIENPN_00517	CDS	1731			COG1132	putative ABC transporter ATP-binding protein
HDIIENPN_00518	CDS	1761			COG1132	putative ABC transporter ATP-binding protein
HDIIENPN_00519	CDS	198				hypothetical protein
HDIIENPN_00520	CDS	486	yrdA		COG0663	Protein YrdA
HDIIENPN_00521	CDS	594	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
HDIIENPN_00522	CDS	528				hypothetical protein
HDIIENPN_00523	CDS	738	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
HDIIENPN_00524	CDS	918	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HDIIENPN_00525	CDS	1230	hflX		COG2262	GTPase HflX
HDIIENPN_00526	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_00527	CDS	1614	cdr_1	1.8.1.14		Coenzyme A disulfide reductase
HDIIENPN_00528	CDS	900	rhaR_1			HTH-type transcriptional activator RhaR
HDIIENPN_00529	CDS	1125	araN_2		COG1653	putative arabinose-binding protein
HDIIENPN_00530	CDS	918	lacF_2			Lactose transport system permease protein LacF
HDIIENPN_00531	CDS	834	lacG_1			Lactose transport system permease protein LacG
HDIIENPN_00532	CDS	1119	ugl_1	3.2.1.179		Unsaturated glucuronyl hydrolase
HDIIENPN_00533	CDS	1872				hypothetical protein
HDIIENPN_00534	CDS	1203	ugl_2	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
HDIIENPN_00535	CDS	1935	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
HDIIENPN_00536	CDS	657	rex_2		COG2344	Redox-sensing transcriptional repressor Rex
HDIIENPN_00537	CDS	354				hypothetical protein
HDIIENPN_00538	CDS	930			COG0701	Putative two-component membrane permease complex subunit SMU_747c
HDIIENPN_00539	CDS	837			COG3689	Putative two-component membrane permease complex subunit SMU_746c
HDIIENPN_00540	CDS	777				hypothetical protein
HDIIENPN_00541	CDS	744	natA_2	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
HDIIENPN_00542	CDS	1581				hypothetical protein
HDIIENPN_00543	CDS	480				hypothetical protein
HDIIENPN_00544	CDS	753				hypothetical protein
HDIIENPN_00545	tRNA	71				tRNA-Gly(ccc)
HDIIENPN_00546	CDS	726	endA	3.1.30.-		DNA-entry nuclease
HDIIENPN_00547	CDS	267				hypothetical protein
HDIIENPN_00548	CDS	432	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
HDIIENPN_00549	CDS	306				hypothetical protein
HDIIENPN_00550	CDS	1146	xerC_4			Tyrosine recombinase XerC
HDIIENPN_00551	CDS	648				hypothetical protein
HDIIENPN_00552	CDS	294				hypothetical protein
HDIIENPN_00553	CDS	312				hypothetical protein
HDIIENPN_00554	CDS	240				hypothetical protein
HDIIENPN_00555	CDS	405				hypothetical protein
HDIIENPN_00556	CDS	159				hypothetical protein
HDIIENPN_00557	CDS	363				hypothetical protein
HDIIENPN_00558	CDS	849				hypothetical protein
HDIIENPN_00559	CDS	1476				hypothetical protein
HDIIENPN_00560	CDS	408				hypothetical protein
HDIIENPN_00561	CDS	216				hypothetical protein
HDIIENPN_00562	CDS	474				hypothetical protein
HDIIENPN_00563	CDS	1695				hypothetical protein
HDIIENPN_00564	CDS	186				hypothetical protein
HDIIENPN_00565	CDS	1176				hypothetical protein
HDIIENPN_00566	CDS	1524				hypothetical protein
HDIIENPN_00567	CDS	285				hypothetical protein
HDIIENPN_00568	CDS	336				hypothetical protein
HDIIENPN_00569	CDS	627				hypothetical protein
HDIIENPN_00570	CDS	837				hypothetical protein
HDIIENPN_00571	CDS	423				hypothetical protein
HDIIENPN_00572	CDS	1323	citS		COG3493	Citrate-sodium symporter
HDIIENPN_00573	CDS	1641	mleS	4.1.1.101	COG0281	Malolactic enzyme
HDIIENPN_00574	CDS	471				hypothetical protein
HDIIENPN_00575	CDS	1104	hmo	1.1.3.46		4-hydroxymandelate oxidase
HDIIENPN_00576	CDS	681				hypothetical protein
HDIIENPN_00577	CDS	1035				hypothetical protein
HDIIENPN_00578	CDS	336				hypothetical protein
HDIIENPN_00579	CDS	2481				hypothetical protein
HDIIENPN_00580	CDS	1509				hypothetical protein
HDIIENPN_00581	CDS	1365	nox_1	1.6.99.3	COG0446	NADH oxidase
HDIIENPN_00582	CDS	1071			COG0577	putative ABC transporter permease
HDIIENPN_00583	CDS	669	hrtA_1	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
HDIIENPN_00584	CDS	579				hypothetical protein
HDIIENPN_00585	CDS	912				hypothetical protein
HDIIENPN_00586	CDS	918	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
HDIIENPN_00587	CDS	438	zapA			Cell division protein ZapA
HDIIENPN_00588	CDS	549				hypothetical protein
HDIIENPN_00589	CDS	2361	mutS2_1	3.1.-.-		Endonuclease MutS2
HDIIENPN_00590	CDS	315	trxA		COG0526	Thioredoxin
HDIIENPN_00591	CDS	1779	uvrC_1		COG0322	UvrABC system protein C
HDIIENPN_00592	CDS	900	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HDIIENPN_00593	CDS	1263	yhaP		COG1668	putative protein YhaP
HDIIENPN_00594	CDS	1899	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
HDIIENPN_00595	CDS	720	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
HDIIENPN_00596	CDS	324				hypothetical protein
HDIIENPN_00597	CDS	2004				hypothetical protein
HDIIENPN_00598	CDS	471	ntpK			V-type sodium ATPase subunit K
HDIIENPN_00599	CDS	585	atpE_1			V-type proton ATPase subunit E
HDIIENPN_00600	CDS	987	ntpC			V-type sodium ATPase subunit C
HDIIENPN_00601	CDS	312	ntpG			V-type sodium ATPase subunit G
HDIIENPN_00602	CDS	1782	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
HDIIENPN_00603	CDS	1377	ntpB			V-type sodium ATPase subunit B
HDIIENPN_00604	CDS	636	ntpD			V-type sodium ATPase subunit D
HDIIENPN_00605	CDS	1356	ntpJ_2			Potassium/sodium uptake protein NtpJ
HDIIENPN_00606	CDS	1395	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
HDIIENPN_00607	CDS	972	lhpI	1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
HDIIENPN_00608	CDS	783	yddE	5.1.-.-	COG0384	putative isomerase YddE
HDIIENPN_00609	CDS	372	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
HDIIENPN_00610	CDS	444				hypothetical protein
HDIIENPN_00611	CDS	810	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
HDIIENPN_00612	CDS	1368				hypothetical protein
HDIIENPN_00613	CDS	831	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
HDIIENPN_00614	CDS	438				hypothetical protein
HDIIENPN_00615	CDS	621	rpoE			putative DNA-directed RNA polymerase subunit delta
HDIIENPN_00616	CDS	507	sigV		COG1595	RNA polymerase sigma factor SigV
HDIIENPN_00617	CDS	900	rsiV			Anti-sigma-V factor RsiV
HDIIENPN_00618	CDS	885				hypothetical protein
HDIIENPN_00619	tRNA	74				tRNA-Arg(ccg)
HDIIENPN_00620	CDS	1335	rpoN1		COG1508	RNA polymerase sigma-54 factor 1
HDIIENPN_00621	CDS	1038	cggR		COG2390	Central glycolytic genes regulator
HDIIENPN_00622	CDS	1002	gap_1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
HDIIENPN_00623	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
HDIIENPN_00624	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
HDIIENPN_00625	CDS	1299	eno	4.2.1.11		Enolase
HDIIENPN_00626	CDS	537				hypothetical protein
HDIIENPN_00627	CDS	807				IS3 family transposase ISEnfa3
HDIIENPN_00628	CDS	1014				ISL3 family transposase ISEfa11
HDIIENPN_00629	CDS	1140	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
HDIIENPN_00630	CDS	576				hypothetical protein
HDIIENPN_00631	CDS	975	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
HDIIENPN_00632	CDS	969	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HDIIENPN_00633	CDS	279	yjdJ		COG2388	putative protein YjdJ
HDIIENPN_00634	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
HDIIENPN_00635	CDS	756	est	3.1.1.1		Carboxylesterase
HDIIENPN_00636	CDS	2358	rnr	3.1.13.1	COG0557	Ribonuclease R
HDIIENPN_00637	CDS	465	smpB		COG0691	SsrA-binding protein
HDIIENPN_00638	CDS	720	atpB			ATP synthase subunit a
HDIIENPN_00639	CDS	216	atpE_2			ATP synthase subunit c
HDIIENPN_00640	CDS	525	atpF		COG0711	ATP synthase subunit b
HDIIENPN_00641	CDS	543	atpH		COG0712	ATP synthase subunit delta
HDIIENPN_00642	CDS	1557	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
HDIIENPN_00643	CDS	903	atpG		COG0224	ATP synthase gamma chain
HDIIENPN_00644	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
HDIIENPN_00645	CDS	423	atpC		COG0355	ATP synthase epsilon chain
HDIIENPN_00646	CDS	231				hypothetical protein
HDIIENPN_00647	CDS	1302	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
HDIIENPN_00648	CDS	177				hypothetical protein
HDIIENPN_00649	CDS	297			COG0759	Putative membrane protein insertion efficiency factor
HDIIENPN_00650	CDS	468	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
HDIIENPN_00651	CDS	885	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
HDIIENPN_00652	CDS	237				hypothetical protein
HDIIENPN_00653	tRNA	81				tRNA-Tyr(gta)
HDIIENPN_00654	tRNA	74				tRNA-Gln(ttg)
HDIIENPN_00655	CDS	171				hypothetical protein
HDIIENPN_00656	CDS	708	nagR_1		COG2188	HTH-type transcriptional repressor NagR
HDIIENPN_00657	CDS	645	yigZ		COG1739	IMPACT family member YigZ
HDIIENPN_00658	CDS	288				hypothetical protein
HDIIENPN_00659	CDS	321	ptcB_2	2.7.1.204	COG1440	PTS system galactose-specific EIIB component
HDIIENPN_00660	CDS	1314	comFA	3.6.4.12	COG4098	ComF operon protein 1
HDIIENPN_00661	CDS	720				hypothetical protein
HDIIENPN_00662	CDS	552	hpf			Ribosome hibernation promotion factor
HDIIENPN_00663	CDS	2535	secA		COG0653	Protein translocase subunit SecA
HDIIENPN_00664	CDS	984	prfB			Peptide chain release factor 2
HDIIENPN_00665	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
HDIIENPN_00666	CDS	894	ftsX		COG2177	Cell division protein FtsX
HDIIENPN_00667	CDS	1449	clsA_1	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
HDIIENPN_00668	CDS	858	pstS1_1		COG0226	Phosphate-binding protein PstS 1
HDIIENPN_00669	CDS	921				hypothetical protein
HDIIENPN_00670	CDS	885				hypothetical protein
HDIIENPN_00671	CDS	807	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
HDIIENPN_00672	CDS	759	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
HDIIENPN_00673	CDS	678	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
HDIIENPN_00674	CDS	1032				hypothetical protein
HDIIENPN_00675	CDS	768				hypothetical protein
HDIIENPN_00676	CDS	1569				hypothetical protein
HDIIENPN_00677	CDS	321				hypothetical protein
HDIIENPN_00678	CDS	351				hypothetical protein
HDIIENPN_00679	CDS	1296				ISL3 family transposase ISEfa5
HDIIENPN_00680	CDS	939	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
HDIIENPN_00681	CDS	831	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HDIIENPN_00682	CDS	1026	gpsA_2	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HDIIENPN_00683	CDS	939	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HDIIENPN_00684	CDS	441				hypothetical protein
HDIIENPN_00685	CDS	603				hypothetical protein
HDIIENPN_00686	CDS	1107	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
HDIIENPN_00687	CDS	1002	ccpA_1		COG1609	Catabolite control protein A
HDIIENPN_00688	CDS	2346	ponA_1		COG0744	Penicillin-binding protein 1A/1B
HDIIENPN_00689	CDS	903	nfo	3.1.21.2	COG0648	putative endonuclease 4
HDIIENPN_00690	CDS	1188				IS110 family transposase ISBth13
HDIIENPN_00691	CDS	1776				hypothetical protein
HDIIENPN_00692	CDS	1587	mntH			Divalent metal cation transporter MntH
HDIIENPN_00693	CDS	225				hypothetical protein
HDIIENPN_00694	CDS	1752	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
HDIIENPN_00695	CDS	1785	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
HDIIENPN_00696	CDS	852	licT_2		COG3711	Transcription antiterminator LicT
HDIIENPN_00697	CDS	1887	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
HDIIENPN_00698	CDS	903	murR_1			HTH-type transcriptional regulator MurR
HDIIENPN_00699	CDS	1404	licH	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
HDIIENPN_00700	CDS	1434	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
HDIIENPN_00701	CDS	927	trxB	1.8.1.9	COG0492	Thioredoxin reductase
HDIIENPN_00702	CDS	1728	pgcA	5.4.2.2		Phosphoglucomutase
HDIIENPN_00703	CDS	294	czrA		COG0640	HTH-type transcriptional repressor CzrA
HDIIENPN_00704	CDS	861	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
HDIIENPN_00705	CDS	429	zur		COG0735	Zinc-specific metallo-regulatory protein
HDIIENPN_00706	CDS	177	rpsU		COG0828	30S ribosomal protein S21
HDIIENPN_00707	CDS	447	yqeY		COG1610	putative protein YqeY
HDIIENPN_00708	CDS	1380	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
HDIIENPN_00709	CDS	972			COG1702	PhoH-like protein
HDIIENPN_00710	CDS	2193	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
HDIIENPN_00711	CDS	462	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
HDIIENPN_00712	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
HDIIENPN_00713	CDS	900	era		COG1159	GTPase Era
HDIIENPN_00714	CDS	813	recO		COG1381	DNA repair protein RecO
